linux-cachyos 6.18.8-3
linux-cachyos-headers 6.18.8-3
linux-cachyos-lts 6.12.68-2
linux-cachyos-lts-headers 6.12.68-2
linux-firmware 1:20260110-1
linux-firmware-amdgpu 1:20260110-1
linux-firmware-atheros 1:20260110-1
linux-firmware-broadcom 1:20260110-1
linux-firmware-cirrus 1:20260110-1
linux-firmware-intel 1:20260110-1
linux-firmware-mediatek 1:20260110-1
linux-firmware-nvidia 1:20260110-1
linux-firmware-other 1:20260110-1
linux-firmware-radeon 1:20260110-1
linux-firmware-realtek 1:20260110-1
linux-firmware-whence 1:20260110-1
lirc 1:0.10.2-6.1
live-media 2025.05.24-1.2
lld 21.1.6-1.1
llhttp 9.2.1-2.1
llvm 21.1.6-4
llvm-libs 21.1.6-4
lm_sensors 1:3.6.2-1.1
lmdb 0.9.33-1.1
localsearch 3.10.2-1
localsend 1.17.0-2
logrotate 3.22.0-1.1
loupe 49.2-1.1
lowdown 2.0.4-1.1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.5-2.1
lsscsi 0.32-2.2
lua 5.4.8-2.1
luajit 2.1.1767980792+707c12b-1.1
lutris 0.5.19-8
lv2 1.18.10-2.1
lvm2 2.03.38-1.1
ly 1.3.1-1.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.20-1.1
mailcap 2.1.54-2
make 4.4.1-2.1
mako 1.10.0-1.1
man-db 2.13.1-1.1
man-pages 6.16-1
mangohud 0.8.2-2.1
matugen 3.1.0-1.1
md4c 0.5.2-1.1
mdadm 4.4-2
media-player-info 26-1
meld 3.22.3-2
mesa 1:25.3.4-2
mesa-utils 9.0.0-7.1
meson 1.10.1-1
micro 2.0.15-2.1
minizip 1:1.3.1-2.1
mjpegtools 2.2.1-3.1
mkinitcpio 40-5
mkinitcpio-busybox 1.36.1-1.1
mobile-broadband-provider-info 20251101-1
modemmanager 1.24.2-1.1
mpdecimal 4.0.1-1.1
mpfr 4.2.2-1.1
mpg123 1.33.4-1.1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
nano 8.7-1.1
nano-syntax-highlighting 2025.07.01.r0.g256995b-2
nautilus 49.3-1.1
ncurses 6.5-4.1
neofetch 7.1.0-4
neon 0.36.0-1
netctl 1.29-2
netpbm 10.86.48-1.1
nettle 3.10.2-1.1
network-manager-applet 1.36.0-1
networkmanager 1.54.3-1
networkmanager-openvpn 1.12.5-1.1
networkmanager-vpn-plugin-openvpn 1.12.5-1.1
nexusmods-app-bin 0.21.1-1
nfs-utils 2.8.4-1.1
nfsidmap 2.8.4-1.1
nftables 1:1.1.6-2.1
nil-git 2025.06.13.r12.g504599f-1
nilfs-utils 2.2.15-1.1
ninja 1.13.2-2.1
niri 25.11-1.1
nix 2.33.1-1.1
nix-busybox 1.36.1-2
nixd 2.8.2-1
nlohmann-json 3.12.0-2
nm-connection-editor 1.36.0-1
noctalia-shell 4.3.0-1
node-gyp 12.2.0-1
nodejs 25.4.0-1
nodejs-nopt 7.2.1-1
noto-color-emoji-fontconfig 1.0.0-2
noto-fonts 1:2026.02.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npm 11.8.0-1
npth 1.8-1.1
nspr 4.38.2-1.1
nss 3.120-1.1
nss-mdns 0.15.1-2.1
ntfs-3g 2022.10.3-2.1
ntp 4.2.8.p18-6
numactl 2.0.19-1
ocl-icd 2.3.4-1.1
octopi 0.18.1-2
oh-my-zsh-git r7425.7ed475cb5-1
onetbb 2022.3.0-3.1
oniguruma 6.9.10-1.1
openai-codex 0.91.0-1
openal 1.25.1-1.1
openbsd-netcat 1.234_1-1.1
opencl-mesa 1:25.3.4-2
opencode-bin 1.1.48-1
opencode-desktop-bin 1.1.48-1
opencore-amr 0.1.6-2.1
openexr 3.4.4-1.1
openh264 2.6.0-1.1
openjpeg2 2.5.4-1.1
openssh 10.2p1-2.1
openssl 3.6.1-1.1
openvpn 2.6.17-1.1
opus 1.6.1-1.1
opusfile 0.12-4.1
orc 0.4.42-1.1
os-prober 1.83-1.1
osinfo-db 20251212-1
ostree 2025.7-2.1
otf-font-awesome 7.1.0-1
p11-kit 0.26.1-1.1
pacman 7.1.0.r9.g54d9411-2
pacman-contrib 1.13.1-1.2
pacman-mirrorlist 20260105-1
pacutils 0.15.0-3
pahole 1:1.31-2.1
pam 1.7.2-2.1
pamac-aur 11.7.4-4
pambase 20250719-1
pamixer 1.6-3.1
pango 1:1.57.0-2.1
pangomm-2.48 2.56.1-1.2
papirus-icon-theme 20250501-1
parallel 20260122-1
parted 3.6-2.1
paru 2.1.0-2
parui 1.0.19-1
patch 2.8-1.1
patchelf 0.18.0-4.1
pavucontrol 1:6.2-1.1
pciutils 3.14.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.4.1-1.1
perl 5.42.0-1.1
perl-clone 0.47-2.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.16-6
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-libwww 6.81-2
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-timedate 2.33-9
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.02-16
perl-xml-parser 2.47-3.1
perl-xml-writer 0.900-6
picard 2.13.3-3.1
pinentry 1.3.2-2.1
pipewire 1:1.4.10-1.1
pipewire-alsa 1:1.4.10-1.1
pipewire-audio 1:1.4.10-1.1
pipewire-pulse 1:1.4.10-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 2.5.1-1.1
pkgfile 25-1.1
playerctl 2.4.1-5.1
plocate 1.1.24-1.1
plymouth 24.004.60-14.1
plymouth-theme-cuts-alt-git r47.5d88174-1.1
polkit 127-3.1
polkit-kde-agent 6.5.5-1.1
polkit-qt6 0.200.0-1
poppler 26.01.0-1.1
poppler-data 0.4.12-2
poppler-glib 26.01.0-1.1
poppler-qt6 26.01.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-3.2
power-profiles-daemon 0.30-3
powerline-fonts 2.8.4-4.1
ppp 2.5.2-1.1
procps-ng 4.0.6-1.1
profile-sync-daemon 1:6.51-1
projectm 3.1.12-5.1
protobuf 33.1-3.1
proton-cachyos 1:10.0.20260127-1
proton-cachyos-slr 1:10.0.20260127-1
protontricks 1.13.1-3
protonup-qt 2.14.0-2
psmisc 23.7-1.1
pv 1.10.3-1.1
pyside6 6.10.1-3.1
python 3.14.2-3
python-aiohappyeyeballs 2.6.1-4
python-aiohttp 3.13.3-1
python-aiosignal 1.4.0-3
python-annotated-types 0.7.0-3
python-argcomplete 3.6.2-2
python-attrs 25.4.0-3
python-autocommand 2.2.2-9
python-babel 2.17.0-3
python-backports-zstd 1.2.0-3.1
python-bcc 0.35.0-7.1
python-bcrypt 5.0.0-2.1
python-beautifulsoup4 4.14.3-2
python-cachetools 6.2.2-2
python-cairo 1.29.0-2.1
python-cbor2 5.8.0-2.1
python-certifi 2026.01.04-1
python-cffi 2.0.0-2.1
python-charset-normalizer 3.4.4-2.1
python-click 8.3.1-1
python-contourpy 1.3.3-3.1
python-cryptography 46.0.3-2.1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-dbus-fast 3.1.2-2.1
python-defusedxml 0.7.1-8
python-discid 1.3.0-2
python-distro 1.9.0-4
python-docutils 1:0.22.3-2
python-evdev 1.9.2-2.1
python-fasteners 0.20-3
python-fido2 2.1.1-1
python-filelock 3.20.3-1
python-fonttools 4.61.1-2.1
python-frozenlist 1.8.0-2.1
python-gnupg 0.5.6-2
python-gobject 3.54.5-2
python-idna 3.11-2
python-imagesize 1.4.1-7
python-importlib-metadata 8.7.1-3
python-iniconfig 2.1.0-3
python-inputs 0.5-7
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.0.1-3
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-keyring 25.7.0-2
python-kiwisolver 1.4.7-2.1
python-lxml 6.0.2-2.1
python-mako 1.3.10-4
python-markdown 3.10.1-1
python-markupsafe 3.0.2-2.1
python-matplotlib 3.10.8-3
python-moddb 0.14.0-2
python-more-itertools 10.8.0-2
python-multidict 6.7.0-5.1
python-mutagen 1.47.0-4
python-numpy 2.4.2-1.1
python-orjson 3.11.5-2.1
python-packaging 26.0-1
python-pillow 12.1.0-2
python-pip 25.3-3
python-pipx 1.8.0-2
python-platformdirs 4.5.1-3
python-pluggy 1.6.0-3
python-polib 1.2.0-4
python-propcache 0.4.1-2.1
python-proton-core 0.7.0-3
python-proton-keyring-linux 0.2.1-4
python-proton-vpn-api-core 4.14.3-1
python-proton-vpn-local-agent 1.6.0-3.1
python-psutil 7.2.1-1.1
python-pyaml 24.12.0-2
python-pycparser 2.23-2
python-pycryptodomex 3.23.0-2.1
python-pydantic 2.12.5-4
python-pydantic-core 3:2.41.5-3.1
python-pyelftools 0.32-2
python-pygal 1:3.0.5-2
python-pygments 2.19.2-3
python-pyjwt 2.10.1-2
python-pynacl 1.6.2-1.1
python-pyopenssl 25.3.0-2
python-pyparsing 3.3.2-1
python-pyqt5 5.15.11-5
python-pyqt5-sip 12.18.0-1.1
python-pyqt6 6.10.2-3
python-pyqt6-sip 13.11.0-1.1
python-pytest 1:8.4.2-3
python-pytz 2025.2-2
python-pyxdg 0.28-7
python-pyzstd 0.19.1-3.1
python-requests 2.32.5-3
python-roman-numerals-py 3.1.0-2
python-secretstorage 3.3.3-7
python-semantic-version 2.10.0-9
python-send2trash 1.8.3-3
python-sentry_sdk 2.50.0-1
python-setuptools 1:80.9.0-4
python-shtab 1.8.0-2
python-six 1.17.0-2
python-snowballstemmer 2.2.0-8
python-soupsieve 2.8.3-1
python-sphinx 8.2.3-4
python-sphinx-alabaster-theme 1.0.0-6
python-sphinx-bootstrap-theme 0.8.1-7
python-sphinxcontrib-applehelp 2.0.0-5
python-sphinxcontrib-devhelp 2.0.0-6
python-sphinxcontrib-htmlhelp 2.1.0-5
python-sphinxcontrib-jsmath 1.0.1-21
python-sphinxcontrib-qthelp 2.0.0-5
python-sphinxcontrib-serializinghtml 2.0.0-5
python-steam 1.6.1-3
python-tests 3.14.2-3
python-tqdm 4.67.1-5
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-userpath 1.9.2-4
python-utils 3.9.1-3
python-vdf 4.0-5
python-wheel 0.46.3-1
python-wxpython 1:4.2.4-1
python-xattr 0.10.1-6.1
python-xlib 0.33-5
python-xxhash 3.6.0-2.1
python-yaml 6.0.3-2.1
python-yarl 1.23.0-1.1
python-zipp 3.21.0-4
python-zstandard 0.25.0-2.1
python311 3.11.14-1
qca-qt6 2.3.10-4
qhull 2020.2-5.1
qrencode 4.1.1-4.7
qt-sudo 2.3.0-1
qt5-base 5.15.18+kde+r109-2.1
qt5-declarative 5.15.18+kde+r23-1.1
qt5-svg 5.15.18+kde+r5-1.1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1.1
qt5-x11extras 5.15.18-1.1
qt5ct 1.9-1.1
qt6-5compat 6.10.2-1.1
qt6-base 6.10.2-1.1
qt6-declarative 6.10.2-1.1
qt6-imageformats 6.10.2-1.1
qt6-multimedia 6.10.2-1.1
qt6-multimedia-ffmpeg 6.10.2-1.1
qt6-networkauth 6.10.2-1.1
qt6-shadertools 6.10.2-1.1
qt6-svg 6.10.2-1.1
qt6-tools 6.10.2-1.1
qt6-translations 6.10.2-1
qt6-wayland 6.10.2-1.1
qt6ct 0.11-4.1
qt6pas 6.2.10-2.1
qtermwidget 2.3.0-2.1
qtkeychain-qt6 0.15.0-3
quazip-qt6 1.5-1
quickshell 0.2.1-4.1
raptor 2.0.16-9.1
rate-mirrors 0.23.0-3
rav1e 0.8.1-2.1
rclone 1.73.0-1.1
readline 8.3.003-1.1
rebuild-detector 4.4.5-1
reflector 2023-5
ripgrep 15.1.0-2
rmlint 2.10.3-7
rnnoise 1:0.2-1.1
rocm-core 7.1.1-1.1
rocm-device-libs 2:7.1.1-2
rocm-smi-lib 7.1.1-1.1
rocprofiler-register 7.1.1-1.1
rpcbind 1.2.8-1.1
rsync 3.4.1-2.1
rtkit 0.14-1.1
rtmpdump 1:2.6-1.1
rubberband 4.0.0-1.1
run-parts 5.23.2-1.1
runc 1.4.0-1.1
rust 1:1.93.0-1.1
s-nail 14.9.25-1.1
s2n-tls 1.6.4-1.1
sbc 2.1-1.1
sbctl 0.18-1.1
scdoc 1.11.4-1.1
scons 4.10.1-2
scx-manager 1.15.8-1
scx-scheds 1.0.19-1
scx-tools 1.0.19-1.1
sd 1.0.0-1.1
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.62-1.1
sdl2_image 2.8.8-1.1
sdl2_mixer 2.8.1-2.1
sdl2_ttf 2.24.0-2.1
sdl3 3.4.0-2.1
sdl3_ttf 3.2.2-3.1
sdl_image 1.2.12-9.1
seahorse 1:47.0.1-6
seatd 0.9.2-1.1
sed 4.9-3.2
semver 7.7.3-1
sequoia-sqv 1.3.0-1.1
serd 0.32.6-1.1
sg3_utils 1.48-1.2
shaderc 2025.5-1.1
shadow 4.18.0-1.1
shared-mime-info 2.4-2.1
shiboken6 6.10.1-3.1
signal-desktop 7.87.0-1
simdjson 1:4.2.4-1.1
slang 2.3.3-4.1
smartmontools 7.5-1.1
smbclient 2:4.23.5-1.1
snap-pac 3.0.1-3
snapper 0.13.0-2.1
snappy 1.2.2-2.1
sndio 1.10.0-1.4
sof-firmware 2025.12.2-1
solid 6.22.0-1.1
sord 0.16.20-1.1
soulseekqt 20240630-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
spandsp 0.0.6-6
spdlog 1.17.0-1.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-llvm-translator 21.1.3-1.1
spirv-tools 1:1.4.335.0-1.1
sqlite 3.51.2-2
sratom 0.6.20-1.1
srt 1.5.4-1.1
startup-notification 0.12-9.1
steam 1.0.0.85-3.1
steam-devices 1.0.0.85-3.1
sudo 1.9.17.p2-2.1
svt-av1 3.1.2-2
svt-hevc 1.5.1-3.2
swaybg 1.2.1-1.1
sysfsutils 2.1.1-2.2
systemd 259-2
systemd-libs 259-2
systemd-resolvconf 259-2
systemd-sysvcompat 259-2
taglib 2.1.1-1.1
tailscale 1.94.1-1.1
talloc 2.4.3-2.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.15-1.1
tealdeer 1.8.1-1.1
telegram-desktop 6.4.4-1.1
tevent 1:0.17.1-2.1
texinfo 7.2-1.1
thin-provisioning-tools 1.3.1-1.1
thunar 4.20.7-1.1
thunar-archive-plugin 0.6.0-1.1
thunderbird 147.0.1-1.1
tinysparql 3.10.1-2
tomlplusplus 3.4.0-1.1
totem-pl-parser 3.26.6+r30+g51b8439-2.1
tpm2-tss 4.1.3-1.1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.4.0-2
ttf-fira-sans 1:4.301-2
ttf-hack 3.003-7
ttf-hack-nerd 3.4.0-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4.1
tzdata 2025c-1.1
uchardet 0.0.8-3.1
udisks2 2.11.0-1.1
ufw 0.36.2-7
umu-launcher 1.3.0-3
unrar 1:7.2.3-1.1
unzip 6.0-23.1
upower 1.91.0-1.1
usb_modeswitch 2.6.2.20251207-1.1
usbutils 019-1.1
util-linux 2.41.3-2.1
util-linux-libs 2.41.3-2.1
v4l-utils 1.32.0-1.1
vala 0.56.18-5.1
vapoursynth 73-2.1
vesktop-bin 1.6.3-1
vicinae-bin 0.19.3-1
vid.stab 1.1.1-2.1
vim 9.1.2077-1.1
vim-runtime 9.1.2077-1.1
visual-studio-code-bin 1.108.2-1
vlc 3.0.21-32.1
vlc-cli 3.0.21-32.1
vlc-gui-qt 3.0.21-32.1
vlc-plugin-a52dec 3.0.21-32.1
vlc-plugin-aalib 3.0.21-32.1
vlc-plugin-alsa 3.0.21-32.1
vlc-plugin-aom 3.0.21-32.1
vlc-plugin-archive 3.0.21-32.1
vlc-plugin-aribb24 3.0.21-32.1
vlc-plugin-aribb25 3.0.21-32.1
vlc-plugin-ass 3.0.21-32.1
vlc-plugin-avahi 3.0.21-32.1
vlc-plugin-bluray 3.0.21-32.1
vlc-plugin-caca 3.0.21-32.1
vlc-plugin-cddb 3.0.21-32.1
vlc-plugin-chromecast 3.0.21-32.1
vlc-plugin-dav1d 3.0.21-32.1
vlc-plugin-dbus 3.0.21-32.1
vlc-plugin-dbus-screensaver 3.0.21-32.1
vlc-plugin-dca 3.0.21-32.1
vlc-plugin-dvb 3.0.21-32.1
vlc-plugin-dvd 3.0.21-32.1
vlc-plugin-faad2 3.0.21-32.1
vlc-plugin-ffmpeg 3.0.21-32.1
vlc-plugin-firewire 3.0.21-32.1
vlc-plugin-flac 3.0.21-32.1
vlc-plugin-fluidsynth 3.0.21-32.1
vlc-plugin-freetype 3.0.21-32.1
vlc-plugin-gme 3.0.21-32.1
vlc-plugin-gnutls 3.0.21-32.1
vlc-plugin-gstreamer 3.0.21-32.1
vlc-plugin-inflate 3.0.21-32.1
vlc-plugin-jack 3.0.21-32.1
vlc-plugin-journal 3.0.21-32.1
vlc-plugin-jpeg 3.0.21-32.1
vlc-plugin-kate 3.0.21-32.1
vlc-plugin-kwallet 3.0.21-32.1
vlc-plugin-libsecret 3.0.21-32.1
vlc-plugin-lirc 3.0.21-32.1
vlc-plugin-live555 3.0.21-32.1
vlc-plugin-lua 3.0.21-32.1
vlc-plugin-mad 3.0.21-32.1
vlc-plugin-matroska 3.0.21-32.1
vlc-plugin-mdns 3.0.21-32.1
vlc-plugin-modplug 3.0.21-32.1
vlc-plugin-mpeg2 3.0.21-32.1
vlc-plugin-mpg123 3.0.21-32.1
vlc-plugin-mtp 3.0.21-32.1
vlc-plugin-musepack 3.0.21-32.1
vlc-plugin-nfs 3.0.21-32.1
vlc-plugin-notify 3.0.21-32.1
vlc-plugin-ogg 3.0.21-32.1
vlc-plugin-opus 3.0.21-32.1
vlc-plugin-png 3.0.21-32.1
vlc-plugin-pulse 3.0.21-32.1
vlc-plugin-quicksync 3.0.21-32.1
vlc-plugin-samplerate 3.0.21-32.1
vlc-plugin-sdl 3.0.21-32.1
vlc-plugin-sftp 3.0.21-32.1
vlc-plugin-shout 3.0.21-32.1
vlc-plugin-smb 3.0.21-32.1
vlc-plugin-soxr 3.0.21-32.1
vlc-plugin-speex 3.0.21-32.1
vlc-plugin-srt 3.0.21-32.1
vlc-plugin-svg 3.0.21-32.1
vlc-plugin-tag 3.0.21-32.1
vlc-plugin-theora 3.0.21-32.1
vlc-plugin-twolame 3.0.21-32.1
vlc-plugin-udev 3.0.21-32.1
vlc-plugin-upnp 3.0.21-32.1
vlc-plugin-vorbis 3.0.21-32.1
vlc-plugin-vpx 3.0.21-32.1
vlc-plugin-x264 3.0.21-32.1
vlc-plugin-x265 3.0.21-32.1
vlc-plugin-xml 3.0.21-32.1
vlc-plugin-zvbi 3.0.21-32.1
vlc-plugins-all 3.0.21-32.1
vlc-plugins-base 3.0.21-32.1
vlc-plugins-extra 3.0.21-32.1
vlc-plugins-video-output 3.0.21-32.1
vlc-plugins-visualization 3.0.21-32.1
vmaf 3.0.0-1.1
volume_key 0.3.12-12.1
vte-common 0.82.3-1.1
vte3 0.82.3-1.1
vulkan-icd-loader 1.4.335.0-1.1
vulkan-mesa-implicit-layers 1:25.3.4-2
vulkan-radeon 1:25.3.4-2
vulkan-tools 1.4.335.0-1.1
wavpack 5.9.0-1.1
wayland 1.24.0-1.1
webkit2gtk 2.50.4-1
webkit2gtk-4.1 2.50.4-1
webkitgtk-6.0 2.50.4-1.1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-3.1
which 2.23-1.1
wildmidi 0.4.6-1.1
winboat-bin 0.9.0-1
wine 11.1-2.1
wine-cachyos-opt 2:10.0.20260127-1
winetricks 20260125-1.1
wireguard-tools 1.0.20250521-1.1
wireless-regdb 2025.10.07-1
wireplumber 0.5.13-1.1
wl-clipboard 1:2.2.1-3.1
wlogout 1.2.2-0
wlsunset 0.4.0-1.1
wob 0.16-2.1
woff2 1.0.2-6.1
woff2-font-awesome 7.1.0-1
wpa_supplicant 2:2.11-5.1
wqy-zenhei 0.9.45-10
wxwidgets-common 3.2.9-4
wxwidgets-gtk3 3.2.9-4
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-2.1
xdg-desktop-portal-gnome 49.0-1.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-user-dirs 0.19-2.1
xdg-user-dirs-gtk 0.16-1.1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1.1
xf86-video-amdgpu 25.0.0-1.1
xfconf 4.20.0-2.1
xfsprogs 6.18.0-1.1
xkeyboard-config 2.46-1
xl2tpd 1.3.19-1.1
xorg-fonts-alias-misc 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-fonts-misc 1.0.4-2
xorg-server 21.1.21-1.1
xorg-server-common 21.1.21-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xauth 1.1.5-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xinit 1.4.4-1.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.5.0-1.1
xorg-xkill 1.0.7-1.1
xorg-xmodmap 1.0.11-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xset 1.2.5-2.1
xorg-xwayland 24.1.9-1.1
xorgproto 2025.1-1
xvidcore 1.3.7-3.1
xwayland-satellite-git 0.8.r28.g37ec78e-1
xxhash 0.8.3-1
xz 5.8.2-2
yazi 26.1.22-1.1
yyjson 0.12.0-1.1
zbar 0.23.93-5.1
zed 0.221.5-1.1
zen-browser-bin 1.18.3b-1
zenity 4.2.1-1.1
zeromq 4.3.5-2.1
zimg 3.0.6-1.1
zix 0.8.0-1.1
zlib-ng 2.3.2-2
zlib-ng-compat 2.3.2-2
zram-generator 1.2.1-1.1
zsh 5.9-5.1
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-3
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k 1.20.15-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 2.3.0-5.1
